tag,stem.tag,sp,quadrat,status.initial,status.2016,dbh
81488,81488,pinust,820,A,A,32.5
81489,81489,acerru,820,A,A,12.9
81490,81490,tsugca,820,A,A,11.9
81491,81491,tsugca,820,A,A,17.5
81492,81492,acerru,820,A,A,16.9
81493,81493,tsugca,820,A,A,2.9
81494,81494,tsugca,820,A,A,12.6
81495,81495,querru,820,A,A,33.9
81496,81496,tsugca,820,A,A,10.8
81497,81497,tsugca,820,A,D,4.9
81498,81498,tsugca,820,A,A,9.1
81499,81499,betule,820,A,A,14.8
81500,81500,tsugca,820,A,A,14.3
81501,81501,tsugca,820,A,D,12
81502,81502,tsugca,820,A,A,1.5
81503,81503,tsugca,820,A,A,9.6
81504,81504,tsugca,820,A,A,9
81505,81505,tsugca,820,A,A,3.1
81506,81506,tsugca,820,A,A,5.3
81507,81507,tsugca,820,A,A,17.3
81507,81508,tsugca,820,A,A,12.1
81509,81509,tsugca,820,D,D,10.9
81510,81510,tsugca,820,A,D,1.2
81511,81511,tsugca,820,A,A,12.9
81512,81512,tsugca,820,A,D,3.7
81513,81513,tsugca,820,A,D,2.2
81514,81514,tsugca,820,A,A,4.3
81515,81515,tsugca,820,A,A,20.9
81515,81516,tsugca,820,D,D,8.8
81517,81517,tsugca,820,A,A,2
81518,81518,acerru,820,A,A,11.1
81519,81519,querru,820,A,A,30
81520,81520,acerru,820,A,A,18.7
81521,81521,tsugca,820,A,A,21.4
81522,81522,acerru,820,A,A,8.1
81523,81523,tsugca,820,A,A,12.6
81523,81524,tsugca,820,A,A,1.2
81525,81525,tsugca,820,A,A,28
81526,81526,tsugca,820,A,A,14.2
81527,81527,tsugca,820,A,A,21.2
81527,81528,tsugca,820,A,A,4.8
81529,81529,tsugca,820,A,A,25.9
81530,81530,tsugca,820,A,A,17.5
81531,81531,pinust,820,A,A,43.6
81532,81532,tsugca,820,A,A,15.6
81533,81533,pinust,820,A,A,29.5
81534,81534,tsugca,820,A,A,2.7
81535,81535,tsugca,820,A,A,20.8
81535,81536,tsugca,820,A,A,12.5
81537,81537,tsugca,820,A,A,22
81538,81538,tsugca,820,A,D,1
81539,81539,querru,820,A,A,43.3
81540,81540,fagugr,820,A,A,4.9
81540,81541,fagugr,820,A,A,2.5
81542,81542,tsugca,820,A,A,1.2
81543,81543,pinust,820,D,D,10.6
81544,81544,acerru,820,D,D,6
81545,81545,tsugca,820,A,A,26.9
81546,81546,tsugca,820,A,A,3.5
81547,81547,tsugca,820,A,A,9.3
81548,81548,tsugca,820,A,A,8.5
81549,81549,acerru,820,A,A,23.7
81550,81550,tsugca,820,A,A,12.5
81551,81551,acerru,820,A,A,17.8
81552,81552,tsugca,820,A,A,5.5
81553,81553,tsugca,820,A,A,4.1
81554,81554,tsugca,820,A,A,2.4
81555,81555,acerru,820,A,A,9.4
81556,81556,querru,820,D,D,23
81557,81557,acerru,820,D,D,11.5
81558,81558,querru,820,A,A,37.1
81559,81559,tsugca,820,A,A,45.9
81560,81560,querru,820,A,A,42
81561,81561,querru,820,A,A,27.2
81562,81562,tsugca,820,A,A,24.2
90790,90790,tsugca,911,A,A,1.2
90791,90791,tsugca,911,A,A,24.3
90792,90792,tsugca,911,A,A,25.3
90793,90793,acerru,911,A,A,23.8
90794,90794,tsugca,911,D,D,15.4
90795,90795,acerru,911,A,A,30.3
90796,90796,tsugca,911,A,A,17.9
90797,90797,acerru,911,A,A,18.6
90798,90798,tsugca,911,A,D,16.2
90799,90799,tsugca,911,A,A,19.1
90800,90800,acerru,911,A,D,30.8
90800,90801,acerru,911,A,D,10.8
90802,90802,tsugca,911,A,A,2.4
90803,90803,tsugca,911,A,A,3.5
90804,90804,tsugca,911,D,D,13
90805,90805,tsugca,911,A,A,29.2
90806,90806,pinust,911,D,D,15.6
90807,90807,betupa,911,A,A,25.6
90808,90808,tsugca,911,A,A,30.3
90809,90809,tsugca,911,D,D,13.3
90810,90810,tsugca,911,A,A,5.1
90811,90811,tsugca,911,A,A,22.9
90812,90812,tsugca,911,A,D,1
90813,90813,tsugca,911,A,A,32.7
90814,90814,fagugr,911,D,D,6.4
90815,90815,tsugca,911,A,A,23.1
90816,90816,querru,911,A,A,30
90817,90817,acerru,911,A,A,37
90818,90818,tsugca,911,A,A,19.9
90819,90819,tsugca,911,A,A,1.1
90820,90820,tsugca,911,D,D,21.1
90821,90821,acerru,911,A,D,11.7
90822,90822,tsugca,911,A,A,27.4
90823,90823,tsugca,911,A,A,28.6
90824,90824,piceru,911,A,A,25.2
90825,90825,tsugca,911,A,A,3.2
90826,90826,tsugca,911,A,A,45.4
90827,90827,tsugca,911,A,D,27.3
90828,90828,acerru,911,A,A,21.4
90829,90829,tsugca,911,A,A,2.6
90830,90830,acerru,911,A,A,7.9
90831,90831,tsugca,911,A,A,1.6
90832,90832,tsugca,911,A,A,1.2
90833,90833,tsugca,911,A,A,3.6
90834,90834,tsugca,911,A,D,2.2
90835,90835,acerru,911,A,A,25
90836,90836,tsugca,911,A,A,2.8
90837,90837,tsugca,911,A,A,1
90838,90838,tsugca,911,D,D,1
90839,90839,tsugca,911,A,A,4.2
90840,90840,tsugca,911,A,A,21.7
90841,90841,tsugca,911,A,A,3.1
90842,90842,tsugca,911,A,A,31.3
90843,90843,betupa,911,A,D,29.6
90844,90844,tsugca,911,A,A,22.2
90845,90845,betule,911,A,A,10.5
90846,90846,tsugca,911,A,A,23.9
90847,90847,tsugca,911,A,A,20.5
90848,90848,tsugca,911,A,D,11.9
90849,90849,betupa,911,A,A,23.4
90850,90850,acerru,911,A,A,17.8
90851,90851,tsugca,911,A,A,31
90852,90852,tsugca,912,D,D,19.2
90853,90853,tsugca,912,A,A,28
90854,90854,tsugca,912,A,A,50.5
90855,90855,tsugca,912,A,A,26.7
90856,90856,tsugca,912,A,A,25
90857,90857,tsugca,912,A,A,31.1
90858,90858,tsugca,912,A,A,34.8
90859,90859,tsugca,912,A,D,12.5
90860,90860,tsugca,912,D,D,8.5
90861,90861,tsugca,912,A,A,13.2
90862,90862,tsugca,912,A,A,18.6
90863,90863,tsugca,912,A,A,3.4
90864,90864,tsugca,912,D,D,14.7
90865,90865,tsugca,912,A,A,5.6
90866,90866,tsugca,912,A,A,33.7
90867,90867,betual,912,A,D,15.1
90868,90868,acerru,912,A,A,25.3
90869,90869,tsugca,912,A,A,44.9
90870,90870,acerru,912,A,A,22.2
90871,90871,uniden,912,D,D,7.9
90872,90872,acerru,912,A,A,29.7
90873,90873,tsugca,912,D,D,11.4
90874,90874,tsugca,912,A,A,23.4
90875,90875,tsugca,912,A,A,35.2
90876,90876,acerru,912,A,D,16.9
90877,90877,tsugca,912,A,A,32.3
90878,90878,tsugca,912,D,D,8
90879,90879,tsugca,912,A,A,26.7
90880,90880,tsugca,912,A,A,23.7
90881,90881,tsugca,912,D,D,7.3
90882,90882,tsugca,912,D,D,12.3
90883,90883,betual,912,A,A,11.1
90884,90884,tsugca,912,A,A,29.5
90885,90885,tsugca,912,A,A,25.7
90886,90886,tsugca,912,D,D,5.5
90887,90887,betual,912,D,D,13
90888,90888,tsugca,912,D,D,9.4
90889,90889,querru,912,A,A,18.3
90890,90890,tsugca,912,A,A,17.8
90891,90891,tsugca,912,A,D,8.4
90892,90892,acerru,912,A,A,22.6
90893,90893,tsugca,912,A,A,2
90894,90894,tsugca,912,A,A,25.9
90895,90895,betual,912,A,D,14.6
90896,90896,tsugca,912,A,A,28.7
90896,90897,tsugca,912,A,D,5.5
90898,90898,tsugca,912,A,D,9.3
90899,90899,tsugca,912,A,A,29.8
90899,90900,tsugca,912,A,A,20
90901,90901,querru,912,A,A,33.5
90902,90902,tsugca,912,A,A,28.5
90903,90903,tsugca,912,D,D,12.2
90904,90904,tsugca,912,A,A,10.7
90905,90905,tsugca,912,A,A,32.2
90906,90906,tsugca,912,D,D,15.5
90907,90907,tsugca,912,A,A,43.4
90908,90908,tsugca,912,A,A,16.8
90908,90909,tsugca,912,A,D,11.5
90910,90910,tsugca,912,A,A,39.8
90911,90911,querru,912,A,A,44.8
90912,90912,tsugca,912,A,A,10.7
90913,90913,tsugca,912,A,D,14.9
90914,90914,acerru,912,A,A,14.2
91805,91805,tsugca,912,A,A,1.8
90915,90915,tsugca,913,A,D,7.1
90916,90916,tsugca,913,A,A,6.3
90917,90917,acerru,913,A,A,18
90918,90918,tsugca,913,A,A,4.6
90919,90919,acerru,913,A,A,19.7
90920,90920,tsugca,913,D,D,5.6
90921,90921,tsugca,913,A,A,7.5
90922,90922,piceru,913,A,A,17.5
90923,90923,tsugca,913,A,D,2.6
90924,90924,tsugca,913,A,D,2.7
90925,90925,acerru,913,A,A,15.7
90926,90926,tsugca,913,A,A,5.5
90927,90927,acerru,913,A,A,28.7
90927,90928,acerru,913,A,A,24.1
90929,90929,tsugca,913,A,A,12.5
90930,90930,tsugca,913,A,A,20.2
90931,90931,tsugca,913,A,A,13.7
90932,90932,tsugca,913,A,A,18.4
90933,90933,tsugca,913,A,A,6.9
90934,90934,betule,913,A,A,15.8
90935,90935,tsugca,913,A,A,9.4
90936,90936,tsugca,913,A,D,2.1
90937,90937,tsugca,913,A,D,1.7
90938,90938,acerru,913,A,A,19.1
90938,90939,acerru,913,A,A,16
90940,90940,tsugca,913,A,A,6.6
90941,90941,tsugca,913,A,A,29.4
90942,90942,tsugca,913,A,D,4
90943,90943,tsugca,913,A,D,4.4
90944,90944,tsugca,913,A,A,13
90945,90945,tsugca,913,A,D,2
90946,90946,tsugca,913,A,A,1
90947,90947,querru,913,A,A,40.7
90948,90948,tsugca,913,A,A,5.2
90949,90949,tsugca,913,A,D,2.8
90950,90950,tsugca,913,A,O,3.6
90951,90951,tsugca,913,A,D,4.5
90952,90952,tsugca,913,A,A,6.3
90953,90953,tsugca,913,A,A,7.3
90954,90954,tsugca,913,A,A,1.7
90955,90955,tsugca,913,A,A,9.9
90956,90956,tsugca,913,A,D,3.6
90957,90957,pinust,913,A,A,33.9
90958,90958,tsugca,913,A,A,8.9
90959,90959,querru,913,A,A,30.1
90960,90960,tsugca,913,D,D,5.9
90961,90961,tsugca,913,A,D,5.2
90962,90962,tsugca,913,A,A,5.9
90963,90963,tsugca,913,A,A,6
90964,90964,betual,913,A,A,16.3
90965,90965,tsugca,913,A,A,7.8
90966,90966,tsugca,913,A,D,3.4
90967,90967,tsugca,913,D,D,6.7
90968,90968,betual,913,D,D,13.6
90969,90969,tsugca,913,A,A,1.9
90970,90970,pinust,913,D,O,7.7
90971,90971,tsugca,913,A,A,42.4
90971,90972,tsugca,913,A,A,20.4
90973,90973,acerru,913,A,A,21.4
90974,90974,tsugca,913,A,D,1.8
90975,90975,tsugca,913,A,D,1.3
90976,90976,acerru,913,A,A,26.6
90977,90977,tsugca,913,A,A,4.6
90978,90978,acerru,913,D,D,8.6
90979,90979,tsugca,913,A,A,17.8
90980,90980,pinust,913,A,A,20.3
90981,90981,tsugca,913,A,A,3.3
90982,90982,tsugca,913,D,D,18.7
90983,90983,tsugca,913,A,A,11.2
90984,90984,pinust,913,A,A,44.4
90985,90985,tsugca,913,A,D,1.6
90986,90986,tsugca,913,A,A,17.6
90987,90987,tsugca,913,A,D,2.5
90988,90988,acerru,913,A,A,26.8
90989,90989,tsugca,913,A,A,10.6
90990,90990,tsugca,913,A,A,10.4
90991,90991,tsugca,913,A,A,19.3
90992,90992,acerru,913,A,A,24.4
90993,90993,tsugca,913,D,D,6.7
90994,90994,nysssy,913,A,A,23
90995,90995,tsugca,913,D,D,6.6
90996,90996,tsugca,913,A,A,17.6
90997,90997,tsugca,913,A,D,3.6
90998,90998,uniden,913,D,D,11.5
90999,90999,tsugca,913,A,D,3.5
91000,91000,tsugca,913,A,A,42
91001,91001,tsugca,913,A,A,5.2
91002,91002,tsugca,913,A,A,14
91002,91003,tsugca,913,A,A,10
91004,91004,tsugca,913,D,D,9.3
91005,91005,acerru,913,D,D,8.4
91006,91006,acerru,913,A,A,17.5
91007,91007,betual,913,A,A,14.8
91008,91008,tsugca,913,A,A,9.7
91009,91009,tsugca,913,A,D,5
91010,91010,acerru,913,A,D,15.2
91011,91011,tsugca,914,A,A,2.7
91012,91012,tsugca,914,A,A,59.6
91013,91013,tsugca,914,D,D,20.6
91014,91014,tsugca,914,A,A,32.1
91015,91015,tsugca,914,A,D,25.7
91016,91016,querru,914,A,A,24.4
91017,91017,tsugca,914,A,A,40.7
91018,91018,tsugca,914,A,A,34.7
91019,91019,tsugca,914,A,D,4.7
91020,91020,tsugca,914,A,A,3
91021,91021,tsugca,914,D,D,22
91022,91022,querru,914,A,A,28
91023,91023,tsugca,914,A,D,20.7
91024,91024,tsugca,914,A,A,40.3
91025,91025,tsugca,914,A,A,45.5
91026,91026,acerru,914,D,D,16.3
91027,91027,tsugca,914,A,D,20.7
91028,91028,tsugca,914,A,A,43.1
91029,91029,tsugca,914,A,A,19.2
91030,91030,acerru,914,A,A,20.4
91031,91031,acerru,914,A,O,23.3
91032,91032,pinust,914,A,A,48.4
91033,91033,tsugca,914,A,A,34.3
91034,91034,tsugca,914,A,A,30.4
91035,91035,pinust,914,D,D,7.8
91036,91036,tsugca,914,A,A,41
91037,91037,acerru,914,D,D,7.8
91038,91038,tsugca,914,A,D,8.2
91039,91039,acerru,914,A,A,9.2
91040,91040,tsugca,914,D,D,8.2
91041,91041,tsugca,914,A,A,17.8
91042,91042,querru,914,A,A,49.6
91042,91043,querru,914,A,A,45
91044,91044,tsugca,914,A,A,40.7
91045,91045,tsugca,914,A,A,21.5
91046,91046,tsugca,914,A,D,27.9
91047,91047,acerru,914,D,D,12.2
91048,91048,tsugca,914,A,A,7.1
91049,91049,betule,914,A,A,16.4
91050,91050,tsugca,914,A,O,4.3
91051,91051,tsugca,914,A,A,2.8
91052,91052,tsugca,914,A,A,3.1
91053,91053,tsugca,914,A,D,1.2
91054,91054,tsugca,914,A,D,8.9
91055,91055,tsugca,914,A,D,2.3
91056,91056,tsugca,914,A,A,12.1
91057,91057,tsugca,914,D,D,9.3
91058,91058,acerru,914,A,A,21.2
91059,91059,tsugca,914,A,A,46
91060,91060,acerru,914,A,A,16.6
91061,91061,tsugca,915,A,A,5.1
91062,91062,tsugca,915,D,D,25.5
91063,91063,tsugca,915,A,A,1.2
91064,91064,tsugca,915,A,A,2.6
91065,91065,tsugca,915,A,A,1
91066,91066,tsugca,915,A,A,2.3
91067,91067,tsugca,915,A,A,1
91068,91068,tsugca,915,A,A,1.6
91069,91069,tsugca,915,A,A,3.6
91070,91070,tsugca,915,A,A,3.7
91071,91071,tsugca,915,A,A,4
91072,91072,tsugca,915,A,A,8.9
91073,91073,tsugca,915,A,D,2
91074,91074,tsugca,915,A,A,2.2
91075,91075,tsugca,915,A,A,1.2
91076,91076,acerpe,915,A,A,1.2
91077,91077,acerpe,915,A,A,1.5
91077,91078,acerpe,915,A,A,1.4
91077,91079,acerpe,915,A,A,1.2
91080,91080,tsugca,915,A,A,49.7
91081,91081,acerpe,915,A,A,1.1
91082,91082,tsugca,915,A,A,1.1
91083,91083,tsugca,915,A,A,38.5
91084,91084,tsugca,915,A,D,1.3
91085,91085,tsugca,915,A,A,3.8
91086,91086,tsugca,915,A,A,1
91087,91087,tsugca,915,A,D,3
91088,91088,tsugca,915,A,A,1.5
91089,91089,tsugca,915,A,A,43.2
91090,91090,tsugca,915,A,A,58.2
91091,91091,fagugr,915,A,A,2.5
91092,91092,tsugca,915,A,A,1.8
91093,91093,tsugca,915,A,A,2.2
91094,91094,tsugca,915,A,A,4.2
91095,91095,tsugca,915,A,A,2.8
91096,91096,tsugca,915,A,A,4
91097,91097,tsugca,915,A,A,2.7
91098,91098,tsugca,915,A,A,1.7
91099,91099,tsugca,915,A,A,7.7
91100,91100,acerru,915,D,D,14.5
91101,91101,tsugca,915,A,A,45.7
91102,91102,tsugca,915,A,D,2.6
91102,91103,tsugca,915,A,A,2.3
91104,91104,tsugca,915,A,A,1.9
91105,91105,tsugca,915,A,A,2
91106,91106,tsugca,915,A,A,3.2
91107,91107,tsugca,915,A,A,3.9
91108,91108,tsugca,915,A,A,3.4
91109,91109,tsugca,915,A,A,2.8
91110,91110,tsugca,915,A,A,42.2
91110,91111,tsugca,915,A,A,42.1
91112,91112,acerru,915,A,A,26.5
91113,91113,tsugca,915,A,A,31.3
91114,91114,tsugca,915,A,A,1.1
91115,91115,tsugca,915,A,A,3.1
91116,91116,tsugca,915,A,A,1
91117,91117,tsugca,915,A,A,1.2
91118,91118,tsugca,915,A,A,3.4
91119,91119,tsugca,915,A,A,1.1
91120,91120,tsugca,915,A,A,2
91121,91121,tsugca,915,A,A,36.9
91122,91122,tsugca,915,A,A,1.7
91123,91123,tsugca,915,A,O,1.4
91124,91124,tsugca,915,A,A,1.7
91125,91125,tsugca,915,A,A,35.6
91126,91126,tsugca,915,D,D,17.3
91127,91127,tsugca,915,A,A,4.7
91128,91128,tsugca,915,A,A,33.4
91128,91129,tsugca,915,A,A,27.6
91130,91130,tsugca,916,A,A,46.4
91131,91131,tsugca,916,A,A,52.7
91132,91132,fagugr,916,A,A,3.8
91133,91133,fagugr,916,A,A,1.9
91134,91134,fagugr,916,A,A,2.3
91135,91135,tsugca,916,A,A,3.2
91136,91136,fagugr,916,A,A,3
91137,91137,tsugca,916,A,A,1.9
91138,91138,acerru,916,A,A,16.2
91139,91139,tsugca,916,A,A,41.3
91140,91140,tsugca,916,A,A,44.5
91141,91141,tsugca,916,A,A,30.7
91142,91142,tsugca,916,D,D,6.9
91143,91143,querru,916,A,A,48.2
91144,91144,tsugca,916,A,A,49.2
91145,91145,tsugca,916,A,A,34.7
91146,91146,tsugca,916,A,D,1.3
91147,91147,tsugca,916,A,A,3.1
91148,91148,tsugca,916,A,A,3.2
91149,91149,tsugca,916,A,A,2.2
91150,91150,tsugca,916,A,A,1.3
91151,91151,tsugca,916,A,A,45.6
91152,91152,tsugca,916,A,D,27.4
91153,91153,acerru,916,A,A,15.3
91154,91154,tsugca,916,A,A,3.3
91155,91155,fagugr,916,D,O,10.1
91156,91156,tsugca,916,A,O,1.2
91157,91157,acerru,916,A,A,7.9
91158,91158,tsugca,916,A,A,5.9
91159,91159,tsugca,916,A,A,1.3
91160,91160,fagugr,916,A,O,49.8
91161,91161,tsugca,916,A,A,1.3
91162,91162,betule,916,A,A,14.6
91163,91163,betule,916,A,A,19.1
91164,91164,tsugca,916,A,A,18.5
91165,91165,acerru,916,A,A,14.5
91166,91166,acerru,916,A,A,29.4
91167,91167,tsugca,916,A,A,2.9
91168,91168,tsugca,916,A,A,2.9
91169,91169,tsugca,916,A,A,13.9
91170,91170,tsugca,916,D,O,39.8
91171,91171,tsugca,917,A,D,3.5
91172,91172,tsugca,917,A,A,17.5
91173,91173,tsugca,917,A,A,44.8
91174,91174,tsugca,917,A,D,2.5
91175,91175,tsugca,917,A,A,38.1
91176,91176,tsugca,917,A,D,2.8
91177,91177,tsugca,917,A,A,35.2
91178,91178,tsugca,917,A,A,32.6
91179,91179,tsugca,917,A,A,27.5
91180,91180,tsugca,917,A,A,59
91180,91181,tsugca,917,A,D,20.4
91182,91182,tsugca,917,A,A,41.8
91183,91183,tsugca,917,A,A,43.5
91184,91184,amella,917,A,A,16.8
91185,91185,pinust,917,D,D,16.8
91186,91186,tsugca,917,A,A,2.8
91187,91187,tsugca,917,A,A,1.9
91188,91188,tsugca,917,A,D,4.3
91189,91189,tsugca,917,A,A,2.5
91190,91190,tsugca,917,A,A,1.8
91191,91191,tsugca,917,A,A,46.4
91192,91192,tsugca,917,A,A,1.2
91193,91193,tsugca,917,D,D,16.9
91194,91194,tsugca,917,D,D,12.6
91195,91195,tsugca,917,A,A,32.7
91196,91196,tsugca,917,D,D,8.4
91197,91197,pinust,917,D,D,18.4
91198,91198,querru,917,A,A,59.6
91199,91199,tsugca,917,A,A,36
91200,91200,tsugca,917,A,A,41.2
91201,91201,tsugca,917,A,A,15.7
91201,91202,tsugca,917,A,A,15.1
91203,91203,querru,917,A,A,56.9
91204,91204,tsugca,917,A,A,18.9
91205,91205,tsugca,917,A,A,18.2
91206,91206,betule,917,D,D,11.9
91207,91207,tsugca,917,D,D,8.9
91208,91208,tsugca,917,A,A,28
91209,91209,tsugca,917,D,D,5.7
91210,91210,tsugca,918,A,A,38.9
91211,91211,tsugca,918,A,A,1.4
91212,91212,tsugca,918,A,A,46.4
91213,91213,tsugca,918,D,D,15.6
91214,91214,tsugca,918,D,D,16.2
91215,91215,tsugca,918,A,A,32.9
91216,91216,tsugca,918,A,A,33.4
91217,91217,acerru,918,A,A,8.5
91218,91218,tsugca,918,A,A,2.1
91219,91219,tsugca,918,A,A,15.5
91220,91220,tsugca,918,A,A,31
91221,91221,tsugca,918,A,A,15.1
91222,91222,tsugca,918,A,D,12.9
91223,91223,tsugca,918,A,D,15.8
91224,91224,tsugca,918,A,A,32.9
91225,91225,tsugca,918,A,D,7.1
91226,91226,tsugca,918,A,A,15.2
91227,91227,tsugca,918,A,A,3.6
91228,91228,tsugca,918,A,A,4.4
91229,91229,tsugca,918,A,A,15.3
91230,91230,tsugca,918,A,A,22.6
91231,91231,tsugca,918,A,A,37.2
91232,91232,tsugca,918,D,D,36.7
91233,91233,tsugca,918,A,A,27.7
91234,91234,tsugca,918,A,A,29.3
91235,91235,tsugca,918,A,A,29.4
91236,91236,tsugca,918,A,A,3.1
91237,91237,tsugca,918,A,A,1.5
91238,91238,tsugca,918,A,A,40.1
91239,91239,tsugca,918,A,A,2
91240,91240,tsugca,918,D,D,25
91240,91241,tsugca,918,A,A,16.1
91240,91242,tsugca,918,A,A,15.5
91243,91243,acerru,918,A,A,18.5
91244,91244,acerru,918,A,A,9.2
91245,91245,acerru,918,A,A,16.1
91246,91246,tsugca,918,A,A,39.1
91247,91247,tsugca,918,A,A,34.6
91248,91248,tsugca,918,A,A,7.8
91249,91249,tsugca,918,A,A,1.2
91250,91250,tsugca,918,A,A,21.1
91251,91251,tsugca,918,A,A,46
91252,91252,tsugca,918,A,A,24.5
91253,91253,tsugca,918,A,A,26
91253,91254,tsugca,918,A,A,15.1
91255,91255,tsugca,918,A,D,18.6
91256,91256,querru,918,A,A,42.8
91257,91257,tsugca,919,A,A,36.5
91258,91258,tsugca,919,D,D,9.5
91259,91259,tsugca,919,A,A,2
91260,91260,tsugca,919,A,A,9.8
91261,91261,tsugca,919,A,A,71.1
91262,91262,tsugca,919,A,D,5.5
91263,91263,tsugca,919,A,A,29.7
91264,91264,tsugca,919,A,A,2.8
91265,91265,tsugca,919,A,O,6.6
91266,91266,tsugca,919,A,A,5.8
91267,91267,tsugca,919,A,D,24.7
91268,91268,tsugca,919,A,A,27.3
91268,91269,tsugca,919,A,D,14.4
91270,91270,tsugca,919,A,A,36.8
91271,91271,tsugca,919,A,D,8.9
91272,91272,tsugca,919,A,A,16.6
91273,91273,tsugca,919,A,A,76
91274,91274,tsugca,919,A,A,26.9
91275,91275,tsugca,919,A,A,32.5
91276,91276,acerru,919,A,D,9.8
91277,91277,acerru,919,A,A,26.5
91278,91278,tsugca,919,A,A,3.8
91279,91279,tsugca,919,A,A,3.4
91280,91280,tsugca,919,A,A,2.2
91281,91281,tsugca,919,A,A,8.7
91282,91282,tsugca,919,A,A,4.9
91283,91283,tsugca,919,A,A,49.6
91284,91284,tsugca,919,A,A,7.4
91285,91285,acerru,919,A,A,9.8
91286,91286,tsugca,919,A,A,1.6
91287,91287,tsugca,919,A,D,3.4
91288,91288,tsugca,919,A,A,4.8
91289,91289,tsugca,919,A,D,1.8
91290,91290,tsugca,919,A,A,36.3
91291,91291,tsugca,919,A,A,1.5
91292,91292,tsugca,919,A,D,11.6
91293,91293,tsugca,919,A,A,12.5
91293,91294,tsugca,919,A,A,12.3
91295,91295,tsugca,919,A,A,1.9
91296,91296,tsugca,919,A,A,2.6
91297,91297,tsugca,919,A,A,28.9
91298,91298,querru,919,A,A,46.7
91299,91299,querru,919,A,A,52.2
91300,91300,tsugca,919,D,D,6.7
91301,91301,tsugca,919,A,A,2.5
91302,91302,tsugca,919,A,A,33.1
91303,91303,acerru,919,D,D,8.6
91304,91304,tsugca,919,A,A,33.3
91305,91305,tsugca,919,A,A,6.8
91306,91306,tsugca,919,A,D,3
91307,91307,tsugca,919,A,D,2.6
91308,91308,tsugca,919,A,A,14.1
91309,91309,tsugca,919,A,D,4.5
91310,91310,tsugca,919,A,D,3.8
91311,91311,tsugca,919,A,A,8.9
91312,91312,tsugca,919,A,A,39.2
91313,91313,betule,919,A,A,23
91314,91314,tsugca,919,A,A,27
91315,91315,acerru,919,A,A,28.4
91316,91316,tsugca,919,A,D,3.3
91317,91317,fagugr,919,D,D,7.3
91318,91318,tsugca,919,A,A,3.7
91319,91319,tsugca,919,A,A,1.8
91320,91320,acerru,919,A,A,17.4
91321,91321,tsugca,919,A,A,5.5
91322,91322,acerru,920,A,A,15.1
91323,91323,acerru,920,A,A,15.6
91324,91324,tsugca,920,A,A,34.7
91325,91325,tsugca,920,A,A,2.1
91326,91326,tsugca,920,A,A,6.9
91327,91327,tsugca,920,A,A,2.8
91328,91328,tsugca,920,A,A,9.5
91329,91329,tsugca,920,A,A,1.7
91330,91330,querru,920,A,A,39.8
91331,91331,acerru,920,A,A,14.2
91332,91332,tsugca,920,A,A,5.6
91333,91333,tsugca,920,A,A,8.1
91334,91334,acerru,920,A,D,9.6
91335,91335,acerru,920,A,A,24.6
91336,91336,tsugca,920,A,A,3.2
91337,91337,fagugr,920,A,A,1.1
91338,91338,tsugca,920,A,A,5.9
91339,91339,acerru,920,A,D,10.3
91340,91340,tsugca,920,A,A,6.9
91341,91341,tsugca,920,A,A,2.9
91342,91342,tsugca,920,A,A,16.8
91343,91343,querru,920,A,A,35.1
91344,91344,tsugca,920,A,A,1.8
91345,91345,tsugca,920,A,A,27.2
91346,91346,tsugca,920,A,A,42.4
91347,91347,acerru,920,A,A,7.2
91347,91348,acerru,920,A,A,3.6
91349,91349,tsugca,920,A,A,7
91350,91350,tsugca,920,A,A,10.1
91351,91351,tsugca,920,A,D,1.6
91352,91352,tsugca,920,A,D,3.6
91353,91353,tsugca,920,A,D,1.2
91354,91354,tsugca,920,A,A,2.7
91355,91355,tsugca,920,A,A,1.1
91356,91356,tsugca,920,A,A,1.5
91357,91357,tsugca,920,A,A,1.2
91358,91358,tsugca,920,A,A,1.4
91359,91359,tsugca,920,A,D,4.9
91360,91360,tsugca,920,A,A,43.6
91361,91361,querru,920,A,A,42.3
91362,91362,tsugca,920,A,D,2
91363,91363,tsugca,920,A,A,4.2
91364,91364,acerru,920,A,A,6.5
91365,91365,tsugca,920,A,A,6.3
91366,91366,tsugca,920,A,A,4.2
91367,91367,tsugca,920,A,A,7.5
91368,91368,tsugca,920,A,A,1.7
91369,91369,tsugca,920,A,A,1.2
91370,91370,tsugca,920,A,A,12.5
91371,91371,tsugca,920,A,A,6.1
91372,91372,tsugca,920,A,D,1
91373,91373,tsugca,920,A,D,2.8
91374,91374,acerru,920,A,A,13.5
91375,91375,querru,920,A,A,39.7
91376,91376,tsugca,920,A,A,48.9
91377,91377,tsugca,920,A,A,7.1
91378,91378,tsugca,920,A,A,10.6
91379,91379,tsugca,920,A,D,2.5
91380,91380,acerru,920,A,A,19.7
91381,91381,tsugca,920,A,A,3
91382,91382,tsugca,920,A,A,13
91383,91383,tsugca,920,A,A,17.7
91384,91384,querru,920,A,A,43.4
91385,91385,tsugca,920,A,A,3.4
91386,91386,tsugca,920,A,A,2.8
91387,91387,tsugca,920,A,A,11.2
91388,91388,tsugca,920,A,A,1.4
91389,91389,tsugca,920,A,A,1.2
91390,91390,acerru,920,A,A,21.4
91391,91391,tsugca,920,A,A,10.1
91392,91392,tsugca,920,A,D,2.7
91393,91393,tsugca,920,A,A,6.2
